Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
SALTA,IRUYA,IRUYA,Otros,66070010,80.0
SALTA,IRUYA,IRUYA,WIRELESS,66070010,87.0
SALTA,IRUYA,ISLA DE CAÑAS,WIRELESS,66070020,80.0
SALTA,IRUYA,PUEBLO VIEJO,FIBRA OPTICA,66070030,10.0
SALTA,LA CALDERA,LA CALDERA,FIBRA OPTICA,66077010,50.0
SALTA,LA CALDERA,LA CALDERA,Otros,66077010,293.0
SALTA,LA CALDERA,LA CALDERA,SATELITAL,66077010,2.0
SALTA,LA CALDERA,LA CALDERA,WIRELESS,66077010,47.0
SALTA,LA CALDERA,VAQUEROS,ADSL,66077020,116.0
SALTA,LA CALDERA,VAQUEROS,FIBRA OPTICA,66077020,90.0
SALTA,LA CALDERA,VAQUEROS,Otros,66077020,250.0
SALTA,LA CALDERA,VAQUEROS,WIRELESS,66077020,501.0
SALTA,LA CANDELARIA,EL JARDÍN,FIBRA OPTICA,66084010,42.0
SALTA,LA CANDELARIA,EL JARDÍN,SATELITAL,66084010,1.0
SALTA,LA CANDELARIA,EL TALA,FIBRA OPTICA,66084020,41.0
SALTA,LA CANDELARIA,EL TALA,SATELITAL,66084020,5.0
SALTA,LA CANDELARIA,EL TALA,WIRELESS,66084020,147.0
SALTA,LA CANDELARIA,LA CANDELARIA,FIBRA OPTICA,66084030,36.0
SALTA,LA POMA,LA POMA,FIBRA OPTICA,66091020,1.0
SALTA,LA POMA,LA POMA,WIRELESS,66091020,44.0
SALTA,LA VIÑA,AMPASCACHI,WIRELESS,66098010,2.0
SALTA,LA VIÑA,CABRA CORRAL,WIRELESS,66098020,2.0
SALTA,LA VIÑA,CORONEL MOLDES,ADSL,66098030,41.0
SALTA,LA VIÑA,CORONEL MOLDES,Otros,66098030,115.0
SALTA,LA VIÑA,CORONEL MOLDES,SATELITAL,66098030,1.0
SALTA,LA VIÑA,CORONEL MOLDES,WIRELESS,66098030,5.0
SALTA,LA VIÑA,LA VIÑA,FIBRA OPTICA,66098040,1.0
SALTA,LA VIÑA,LA VIÑA,Otros,66098040,1.0
SALTA,LA VIÑA,LA VIÑA,SATELITAL,66098040,1.0
SALTA,LA VIÑA,LA VIÑA,WIRELESS,66098040,49.0
SALTA,LA VIÑA,TALAPAMPA,WIRELESS,66098050,2.0
SALTA,LOS ANDES,OLACAPATO,FIBRA OPTICA,66105010,31.0
SALTA,LOS ANDES,OLACAPATO,SATELITAL,66105010,4.0
SALTA,LOS ANDES,OLACAPATO,WIRELESS,66105010,41.0
SALTA,LOS ANDES,SAN ANTONIO DE LOS COBRES,FIBRA OPTICA,66105020,2.0
SALTA,LOS ANDES,SAN ANTONIO DE LOS COBRES,Otros,66105020,0.0
SALTA,LOS ANDES,SAN ANTONIO DE LOS COBRES,SATELITAL,66105020,9.0
SALTA,LOS ANDES,SAN ANTONIO DE LOS COBRES,WIRELESS,66105020,295.0
SALTA,LOS ANDES,SANTA ROSA DE LOS PASTOS GRANDES,FIBRA OPTICA,66105030,28.0
SALTA,LOS ANDES,SANTA ROSA DE LOS PASTOS GRANDES,SATELITAL,66105030,3.0
SALTA,LOS ANDES,SANTA ROSA DE LOS PASTOS GRANDES,WIRELESS,66105030,21.0
SALTA,LOS ANDES,TOLAR GRANDE,FIBRA OPTICA,66105040,20.0
SALTA,LOS ANDES,TOLAR GRANDE,SATELITAL,66105040,5.0
SALTA,LOS ANDES,TOLAR GRANDE,WIRELESS,66105040,6.0
SALTA,METÁN,EL GALPÓN,ADSL,66112010,170.0
SALTA,METÁN,EL GALPÓN,FIBRA OPTICA,66112010,176.0
SALTA,METÁN,EL GALPÓN,SATELITAL,66112010,1.0
SALTA,METÁN,EL TUNAL,FIBRA OPTICA,66112020,80.0
SALTA,METÁN,EL TUNAL,SATELITAL,66112020,1.0
SALTA,METÁN,LUMBRERAS,FIBRA OPTICA,66112030,46.0
SALTA,METÁN,METÁN VIEJO,FIBRA OPTICA,66112050,42.0
SALTA,METÁN,METÁN VIEJO,SATELITAL,66112050,1.0
SALTA,METÁN,RÍO PIEDRAS,ADSL,66112070,17.0
SALTA,METÁN,RÍO PIEDRAS,FIBRA OPTICA,66112070,15.0
SALTA,METÁN,RÍO PIEDRAS,SATELITAL,66112070,1.0
SALTA,METÁN,SAN JOSÉ DE METÁN,ADSL,66112040,706.0
SALTA,METÁN,SAN JOSÉ DE METÁN,CABLEMODEM,66112040,3.0
SALTA,METÁN,SAN JOSÉ DE METÁN,FIBRA OPTICA,66112040,2452.0
SALTA,METÁN,SAN JOSÉ DE METÁN,SATELITAL,66112040,2.0
SALTA,METÁN,SAN JOSÉ DE ORQUERA,FIBRA OPTICA,66112080,15.0
SALTA,MOLINOS,MOLINOS,FIBRA OPTICA,66119020,3.0
SALTA,MOLINOS,MOLINOS,WIRELESS,66119020,46.0
SALTA,MOLINOS,SECLANTÁS,FIBRA OPTICA,66119030,2.0
SALTA,MOLINOS,SECLANTÁS,SATELITAL,66119030,2.0
SALTA,MOLINOS,SECLANTÁS,WIRELESS,66119030,21.0
SALTA,ORÁN,AGUAS BLANCAS,SATELITAL,66126010,1.0
SALTA,ORÁN,AGUAS BLANCAS,WIRELESS,66126010,106.0
SALTA,ORÁN,COLONIA SANTA ROSA,CABLEMODEM,66126020,293.0
SALTA,ORÁN,COLONIA SANTA ROSA,Otros,66126020,100.0
SALTA,ORÁN,COLONIA SANTA ROSA,SATELITAL,66126020,3.0
SALTA,ORÁN,COLONIA SANTA ROSA,WIRELESS,66126020,85.0
SALTA,ORÁN,EL TABACAL,FIBRA OPTICA,66126030,144.0
SALTA,ORÁN,HIPÓLITO YRIGOYEN,ADSL,66126040,457.0
SALTA,ORÁN,HIPÓLITO YRIGOYEN,CABLEMODEM,66126040,423.0
SALTA,ORÁN,HIPÓLITO YRIGOYEN,FIBRA OPTICA,66126040,250.0
SALTA,ORÁN,HIPÓLITO YRIGOYEN,Otros,66126040,40.0
SALTA,ORÁN,HIPÓLITO YRIGOYEN,SATELITAL,66126040,1.0
SALTA,ORÁN,HIPÓLITO YRIGOYEN,WIRELESS,66126040,85.0
SALTA,ORÁN,PICHANAL,ADSL,66126060,362.0
SALTA,ORÁN,PICHANAL,CABLEMODEM,66126060,97.0
SALTA,ORÁN,PICHANAL,FIBRA OPTICA,66126060,584.0
SALTA,ORÁN,PICHANAL,Otros,66126060,103.0
SALTA,ORÁN,PICHANAL,SATELITAL,66126060,1.0
SALTA,ORÁN,PICHANAL,WIRELESS,66126060,1.0
SALTA,ORÁN,SAN RAMÓN DE LA NUEVA ORÁN,ADSL,66126070,2603.0
SALTA,ORÁN,SAN RAMÓN DE LA NUEVA ORÁN,CABLEMODEM,66126070,8.0
SALTA,ORÁN,SAN RAMÓN DE LA NUEVA ORÁN,FIBRA OPTICA,66126070,4057.0
SALTA,ORÁN,SAN RAMÓN DE LA NUEVA ORÁN,Otros,66126070,580.0
SALTA,ORÁN,SAN RAMÓN DE LA NUEVA ORÁN,SATELITAL,66126070,2.0
SALTA,ORÁN,URUNDEL,FIBRA OPTICA,66126080,1.0
SALTA,ORÁN,URUNDEL,SATELITAL,66126080,2.0
SALTA,ORÁN,URUNDEL,WIRELESS,66126080,86.0
SALTA,OTROS,OTROS,Otros,Sin Datos,16.0
SALTA,RIVADAVIA,ALTO DE LA SIERRA,FIBRA OPTICA,66133010,1.0
SALTA,RIVADAVIA,ALTO DE LA SIERRA,Otros,66133010,3.0
SALTA,RIVADAVIA,ALTO DE LA SIERRA,WIRELESS,66133010,5.0
SALTA,RIVADAVIA,CAPITÁN JUAN PAGÉ,WIRELESS,66133020,5.0
SALTA,RIVADAVIA,CORONEL JUAN SOLÁ,ADSL,66133030,30.0
SALTA,RIVADAVIA,CORONEL JUAN SOLÁ,FIBRA OPTICA,66133030,1.0
SALTA,RIVADAVIA,CORONEL JUAN SOLÁ,SATELITAL,66133030,2.0
SALTA,RIVADAVIA,CORONEL JUAN SOLÁ,WIRELESS,66133030,307.0
SALTA,RIVADAVIA,LOS BLANCOS,WIRELESS,66133050,54.0
SALTA,RIVADAVIA,PLUMA DE PATO,WIRELESS,66133060,15.0
SALTA,RIVADAVIA,RIVADAVIA,FIBRA OPTICA,66133070,1.0
SALTA,RIVADAVIA,RIVADAVIA,SATELITAL,66133070,1.0
SALTA,RIVADAVIA,SANTA MARÍA,Otros,66133080,5.0
SALTA,RIVADAVIA,SANTA VICTORIA ESTE,ADSL,66133100,14.0
SALTA,RIVADAVIA,SANTA VICTORIA ESTE,FIBRA OPTICA,66133100,1.0
SALTA,RIVADAVIA,SANTA VICTORIA ESTE,Otros,66133100,10.0
SALTA,RIVADAVIA,SANTA VICTORIA ESTE,SATELITAL,66133100,1.0
SALTA,RIVADAVIA,SANTA VICTORIA ESTE,WIRELESS,66133100,95.0
SALTA,ROSARIO DE LA FRONTERA,ANTILLA,FIBRA OPTICA,66140010,1.0
SALTA,ROSARIO DE LA FRONTERA,ANTILLA,SATELITAL,66140010,1.0
SALTA,ROSARIO DE LA FRONTERA,COPO QUILE,FIBRA OPTICA,66140020,35.0
SALTA,ROSARIO DE LA FRONTERA,EL NARANJO,FIBRA OPTICA,66140030,39.0
SALTA,ROSARIO DE LA FRONTERA,EL NARANJO,SATELITAL,66140030,1.0
SALTA,ROSARIO DE LA FRONTERA,EL POTRERO,FIBRA OPTICA,66140040,1.0
SALTA,ROSARIO DE LA FRONTERA,EL POTRERO,SATELITAL,66140040,1.0
SALTA,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,ADSL,66140050,728.0
SALTA,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,CABLEMODEM,66140050,375.0
SALTA,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,FIBRA OPTICA,66140050,3.0
SALTA,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SATELITAL,66140050,1.0
SALTA,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,WIRELESS,66140050,175.0
SALTA,ROSARIO DE LERMA,CAMPO QUIJANO,ADSL,66147010,125.0
SALTA,ROSARIO DE LERMA,CAMPO QUIJANO,FIBRA OPTICA,66147010,360.0
SALTA,ROSARIO DE LERMA,CAMPO QUIJANO,SATELITAL,66147010,3.0
SALTA,ROSARIO DE LERMA,CAMPO QUIJANO,WIRELESS,66147010,153.0
SALTA,ROSARIO DE LERMA,LA MERCED DEL ENCÓN,FIBRA OPTICA,66147015,175.0
SALTA,ROSARIO DE LERMA,LA MERCED DEL ENCÓN,WIRELESS,66147015,82.0
SALTA,ROSARIO DE LERMA,LA SILLETA,ADSL,66147020,84.0
SALTA,ROSARIO DE LERMA,LA SILLETA,FIBRA OPTICA,66147020,220.0
SALTA,ROSARIO DE LERMA,LA SILLETA,SATELITAL,66147020,1.0
SALTA,ROSARIO DE LERMA,LA SILLETA,WIRELESS,66147020,78.0
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,ADSL,66147030,655.0
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,CABLEMODEM,66147030,317.0
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,FIBRA OPTICA,66147030,2602.0
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,Otros,66147030,10.0
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,SATELITAL,66147030,1.0
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,WIRELESS,66147030,23.0
SALTA,SAN CARLOS,ANGASTACO,FIBRA OPTICA,66154010,2.0
SALTA,SAN CARLOS,ANGASTACO,WIRELESS,66154010,39.0
SALTA,SAN CARLOS,ANIMANÁ,Otros,66154020,
SALTA,SAN CARLOS,ANIMANÁ,SATELITAL,66154020,1.0
SALTA,SAN CARLOS,ANIMANÁ,WIRELESS,66154020,51.0
SALTA,SAN CARLOS,EL BARRIAL,Otros,66154030,400.0
SALTA,SAN CARLOS,SAN CARLOS,FIBRA OPTICA,66154040,1.0
SALTA,SAN CARLOS,SAN CARLOS,Otros,66154040,
SALTA,SAN CARLOS,SAN CARLOS,SATELITAL,66154040,2.0
SALTA,SAN CARLOS,SAN CARLOS,WIRELESS,66154040,94.0
SALTA,SANTA VICTORIA,ACOYTE,WIRELESS,66161010,10.0
SALTA,SANTA VICTORIA,CAMPO LA CRUZ,Otros,66161020,50.0
SALTA,SANTA VICTORIA,LOS TOLDOS,FIBRA OPTICA,66161030,2.0
SALTA,SANTA VICTORIA,LOS TOLDOS,WIRELESS,66161030,41.0
SALTA,SANTA VICTORIA,NAZARENO,FIBRA OPTICA,66161040,61.0
SALTA,SANTA VICTORIA,NAZARENO,Otros,66161040,135.0
SALTA,SANTA VICTORIA,POSCAYA,Otros,66161050,30.0
SALTA,SANTA VICTORIA,SAN MARCOS,Otros,66161060,30.0
SALTA,SANTA VICTORIA,SANTA VICTORIA,FIBRA OPTICA,66161070,74.0
SALTA,SANTA VICTORIA,SANTA VICTORIA,SATELITAL,66161070,5.0
SALTA,SANTA VICTORIA,SANTA VICTORIA,WIRELESS,66161070,200.0
SAN JUAN,25 DE MAYO,TUPELÍ,WIRELESS,70126020,60.0
SAN JUAN,25 DE MAYO,VILLA BORJAS,WIRELESS,70126010,9.0
SAN JUAN,25 DE MAYO,VILLA BORJAS - LA CHIMBERA,WIRELESS,70126030,80.0
SAN JUAN,25 DE MAYO,VILLA SANTA ROSA,FIBRA OPTICA,70126050,2.0
SAN JUAN,25 DE MAYO,VILLA SANTA ROSA,WIRELESS,70126050,58.0
SAN JUAN,9 DE JULIO,9 DE JULIO,FIBRA OPTICA,70063040,125.0
SAN JUAN,9 DE JULIO,9 DE JULIO,SATELITAL,70063040,1.0
SAN JUAN,9 DE JULIO,9 DE JULIO,WIRELESS,70063040,125.0
SAN JUAN,9 DE JULIO,ALTO DE SIERRA,Otros,70063010,1.0
SAN JUAN,9 DE JULIO,COLONIA FIORITO,WIRELESS,70063020,5.0
SAN JUAN,9 DE JULIO,LAS CHACRITAS,WIRELESS,70063030,99.0
SAN JUAN,9 DE JULIO,OTROS,SATELITAL,Sin Datos,1.0
SAN JUAN,ALBARDÓN,EL RINCÓN,ADSL,70007010,330.0
SAN JUAN,ALBARDÓN,EL RINCÓN,DIAL UP,70007010,3.0
SAN JUAN,ALBARDÓN,EL RINCÓN,WIRELESS,70007010,2.0
SAN JUAN,ALBARDÓN,OTROS,Otros,Sin Datos,300.0
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTIN,WIRELESS,70007010,53.0
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTÍN - CAMPO AFUERA,FIBRA OPTICA,70007020,24.0
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTÍN - CAMPO AFUERA,WIRELESS,70007020,160.0
SAN JUAN,ANGACO,OTROS,Otros,Sin Datos,72.0
SAN JUAN,ANGACO,VILLA EL SALVADOR,WIRELESS,70014010,22.0
SAN JUAN,ANGACO,VILLA EL SALVADOR - VILLA SEFAIR,WIRELESS,70014020,93.0
SAN JUAN,CALINGASTA,BARREAL - VILLA PITUIL,DIAL UP,70021010,1.0
SAN JUAN,CALINGASTA,BARREAL - VILLA PITUIL,WIRELESS,70021010,1015.0
SAN JUAN,CALINGASTA,CALINGASTA,FIBRA OPTICA,70021020,350.0
SAN JUAN,CALINGASTA,CALINGASTA,WIRELESS,70021020,441.0
SAN JUAN,CALINGASTA,TAMBERÍAS,DIAL UP,70021030,1.0
SAN JUAN,CALINGASTA,TAMBERÍAS,WIRELESS,70021030,227.0
SAN JUAN,CAPITAL,SAN JUAN,ADSL,70028010,4776.0
SAN JUAN,CAPITAL,SAN JUAN,CABLEMODEM,70028010,16978.0
SAN JUAN,CAPITAL,SAN JUAN,DIAL UP,70028010,205.0
SAN JUAN,CAPITAL,SAN JUAN,FIBRA OPTICA,70028010,23612.0
SAN JUAN,CAPITAL,SAN JUAN,Otros,70028010,2683.0
SAN JUAN,CAPITAL,SAN JUAN,SATELITAL,70028010,6.0
SAN JUAN,CAPITAL,SAN JUAN,WIRELESS,70028010,7050.0
SAN JUAN,CAUCETE,BERMEJO,SATELITAL,70035010,1.0
SAN JUAN,CAUCETE,CAUCETE,ADSL,70035020,871.0
SAN JUAN,CAUCETE,CAUCETE,FIBRA OPTICA,70035020,5.0
SAN JUAN,CAUCETE,CAUCETE,Otros,70035020,2500.0
SAN JUAN,CAUCETE,CAUCETE,WIRELESS,70035020,546.0
SAN JUAN,CAUCETE,VALLECITO,Otros,70035070,250.0
SAN JUAN,CAUCETE,VILLA INDEPENDENCIA,WIRELESS,70035080,12.0
SAN JUAN,CHIMBAS,CHIMBAS,ADSL,70042010,1133.0
SAN JUAN,CHIMBAS,CHIMBAS,DIAL UP,70042010,6.0
SAN JUAN,CHIMBAS,CHIMBAS,FIBRA OPTICA,70042010,6053.0
SAN JUAN,CHIMBAS,CHIMBAS,WIRELESS,70042010,2844.0
SAN JUAN,CHIMBAS,VILLA PAULA ALBARRACIN,WIRELESS,70042010,83.0
SAN JUAN,IGLESIA,ANGUALASTO,FIBRA OPTICA,70049010,18.0
SAN JUAN,IGLESIA,ANGUALASTO,SATELITAL,70049010,1.0
SAN JUAN,IGLESIA,ANGUALASTO,WIRELESS,70049010,42.0
SAN JUAN,IGLESIA,BELLA VISTA,FIBRA OPTICA,70049020,11.0
SAN JUAN,IGLESIA,BELLA VISTA,WIRELESS,70049020,25.0
SAN JUAN,IGLESIA,IGLESIA,FIBRA OPTICA,70049030,33.0
SAN JUAN,IGLESIA,IGLESIA,Otros,70049030,1.0
SAN JUAN,IGLESIA,IGLESIA,SATELITAL,70049030,6.0
SAN JUAN,IGLESIA,IGLESIA,WIRELESS,70049030,78.0
SAN JUAN,IGLESIA,LAS FLORES,FIBRA OPTICA,70049040,37.0
SAN JUAN,IGLESIA,LAS FLORES,SATELITAL,70049040,1.0
SAN JUAN,IGLESIA,LAS FLORES,WIRELESS,70049040,87.0
SAN JUAN,IGLESIA,PISMANTA,SATELITAL,70049050,1.0
SAN JUAN,IGLESIA,RODEO,FIBRA OPTICA,70049060,189.0
SAN JUAN,IGLESIA,RODEO,Otros,70049060,10.0
SAN JUAN,IGLESIA,RODEO,WIRELESS,70049060,440.0
SAN JUAN,IGLESIA,TUDCUM,FIBRA OPTICA,70049070,31.0
SAN JUAN,IGLESIA,TUDCUM,WIRELESS,70049070,72.0
SAN JUAN,JÁCHAL,GRAN CHINA,WIRELESS,70056020,32.0
SAN JUAN,JÁCHAL,HUACO,WIRELESS,70056030,96.0
SAN JUAN,JÁCHAL,NIQUIVIL,FIBRA OPTICA,70056050,11.0
SAN JUAN,JÁCHAL,NIQUIVIL,WIRELESS,70056050,25.0
SAN JUAN,JÁCHAL,PAMPA VIEJA,FIBRA OPTICA,70056060,2.0
SAN JUAN,JÁCHAL,PAMPA VIEJA,WIRELESS,70056060,61.0
SAN JUAN,JÁCHAL,SAN ISIDRO,FIBRA OPTICA,70056070,17.0
SAN JUAN,JÁCHAL,SAN ISIDRO,WIRELESS,70056070,86.0
SAN JUAN,JÁCHAL,SAN JOSÉ DE JÁCHAL,FIBRA OPTICA,70056080,635.0
SAN JUAN,JÁCHAL,SAN JOSÉ DE JÁCHAL,SATELITAL,70056080,1.0
SAN JUAN,JÁCHAL,SAN JOSÉ DE JÁCHAL,WIRELESS,70056080,1189.0
SAN JUAN,JÁCHAL,TAMBERÍAS,FIBRA OPTICA,70056090,11.0
SAN JUAN,JÁCHAL,TAMBERÍAS,WIRELESS,70056090,69.0
SAN JUAN,JÁCHAL,VILLA MERCEDES,FIBRA OPTICA,70056110,19.0
SAN JUAN,JÁCHAL,VILLA MERCEDES,SATELITAL,70056110,3.0
SAN JUAN,JÁCHAL,VILLA MERCEDES,WIRELESS,70056110,137.0
SAN JUAN,OTROS,OTROS,Otros,Sin Datos,454.0
SAN JUAN,POCITO,QUINTO CUARTEL,WIRELESS,70070030,97.0
SAN JUAN,POCITO,VILLA ABERASTAIN,WIRELESS,70070010,26.0
SAN JUAN,POCITO,VILLA ABERASTAIN - LA RINCONADA,ADSL,70070040,451.0
SAN JUAN,POCITO,VILLA ABERASTAIN - LA RINCONADA,DIAL UP,70070040,1.0
SAN JUAN,POCITO,VILLA ABERASTAIN - LA RINCONADA,FIBRA OPTICA,70070040,193.0
SAN JUAN,POCITO,VILLA ABERASTAIN - LA RINCONADA,SATELITAL,70070040,1.0
SAN JUAN,POCITO,VILLA ABERASTAIN - LA RINCONADA,WIRELESS,70070040,536.0
SAN JUAN,POCITO,VILLA BARBOSA - VILLA NACUSI,WIRELESS,70070050,42.0
SAN JUAN,RAWSON,EL MEDANITO,WIRELESS,70077010,32.0
SAN JUAN,RAWSON,RAWSON,ADSL,70077010,1755.0
SAN JUAN,RAWSON,RAWSON,DIAL UP,70077010,12.0
SAN JUAN,RAWSON,RAWSON,FIBRA OPTICA,70077010,11943.0
SAN JUAN,RAWSON,RAWSON,SATELITAL,70077010,1.0
SAN JUAN,RAWSON,RAWSON,WIRELESS,70077010,1269.0
SAN JUAN,RAWSON,VILLA BOLAÑOS,WIRELESS,70077020,185.0
SAN JUAN,RAWSON,VILLA KRAUSE,WIRELESS,70077020,271.0
SAN JUAN,RIVADAVIA,RIVADAVIA,ADSL,70084010,1511.0
SAN JUAN,RIVADAVIA,RIVADAVIA,DIAL UP,70084010,9.0
SAN JUAN,RIVADAVIA,RIVADAVIA,FIBRA OPTICA,70084010,1028.0
SAN JUAN,RIVADAVIA,RIVADAVIA,Otros,70084010,3.0
SAN JUAN,RIVADAVIA,RIVADAVIA,SATELITAL,70084010,1.0
SAN JUAN,RIVADAVIA,RIVADAVIA,WIRELESS,70084010,1714.0
SAN JUAN,SAN MARTÍN,DOS ACEQUIAS (EST. LOS ANGACOS),WIRELESS,70091020,23.0
SAN JUAN,SAN MARTÍN,SAN ISIDRO (EST. LOS ANGACOS),ADSL,70091030,1.0
SAN JUAN,SAN MARTÍN,VILLA DON BOSCO (EST. ANGACO SUD),FIBRA OPTICA,70091060,3.0
SAN JUAN,SAN MARTÍN,VILLA DON BOSCO (EST. ANGACO SUD),WIRELESS,70091060,71.0
SAN JUAN,SAN MARTÍN,VILLA SAN MARTÍN,FIBRA OPTICA,70091070,14.0
SAN JUAN,SAN MARTÍN,VILLA SAN MARTÍN,Otros,70091070,210.0
SAN JUAN,SAN MARTÍN,VILLA SAN MARTÍN,SATELITAL,70091070,1.0
SAN JUAN,SAN MARTÍN,VILLA SAN MARTÍN,WIRELESS,70091070,72.0
SAN JUAN,SANTA LUCÍA,ALTO DE SIERRA,WIRELESS,70098010,88.0
SAN JUAN,SANTA LUCÍA,SANTA LUCÍA,ADSL,70098010,1841.0
SAN JUAN,SANTA LUCÍA,SANTA LUCÍA,DIAL UP,70098010,8.0
SAN JUAN,SANTA LUCÍA,SANTA LUCÍA,FIBRA OPTICA,70098010,1377.0
SAN JUAN,SANTA LUCÍA,SANTA LUCÍA,Otros,70098010,4.0
SAN JUAN,SANTA LUCÍA,SANTA LUCÍA,WIRELESS,70098010,2347.0
SAN JUAN,SARMIENTO,CAÑADA HONDA,FIBRA OPTICA,70105010,1.0
SAN JUAN,SARMIENTO,CAÑADA HONDA,SATELITAL,70105010,2.0
SAN JUAN,SARMIENTO,CIENAGUITA,FIBRA OPTICA,70105020,1.0
SAN JUAN,SARMIENTO,LAS LAGUNAS,SATELITAL,70105060,1.0
SAN JUAN,SARMIENTO,LOS BERROS,FIBRA OPTICA,70105070,2.0
SAN JUAN,SARMIENTO,LOS BERROS,WIRELESS,70105070,53.0
SAN JUAN,SARMIENTO,VILLA MEDIA AGUA,FIBRA OPTICA,70105100,44.0
SAN JUAN,SARMIENTO,VILLA MEDIA AGUA,WIRELESS,70105100,258.0
SAN JUAN,ULLUM,VILLA IBÁÑEZ,DIAL UP,70112010,1.0
SAN JUAN,ULLUM,VILLA IBÁÑEZ,WIRELESS,70112010,411.0
SAN JUAN,VALLE FÉRTIL,ASTICA,WIRELESS,70119010,30.0
SAN JUAN,VALLE FÉRTIL,OTROS,Otros,Sin Datos,190.0
SAN JUAN,VALLE FÉRTIL,VILLA SAN AGUSTÍN,FIBRA OPTICA,70119060,1.0
SAN JUAN,VALLE FÉRTIL,VILLA SAN AGUSTÍN,SATELITAL,70119060,3.0
SAN JUAN,VALLE FÉRTIL,VILLA SAN AGUSTÍN,WIRELESS,70119060,260.0
SAN JUAN,ZONDA,VILLA BASILIO NIEVAS,WIRELESS,70133010,386.0
SAN LUIS,AYACUCHO,CANDELARIA,FIBRA OPTICA,74007010,372.0
SAN LUIS,AYACUCHO,CANDELARIA,WIRELESS,74007010,885.0
SAN LUIS,AYACUCHO,LA MAJADA,WIRELESS,74007010,212.0
SAN LUIS,AYACUCHO,LEANDRO N. ALEM,WIRELESS,74007030,11.0
SAN LUIS,AYACUCHO,LOMAS BLANCAS,WIRELESS,74007010,34.0
SAN LUIS,AYACUCHO,LUJÁN,WIRELESS,74007040,1194.0
SAN LUIS,AYACUCHO,OTROS,SATELITAL,Sin Datos,3.0
SAN LUIS,AYACUCHO,PAMPA GRANDE,FIBRA OPTICA,74007010,2.0
SAN LUIS,AYACUCHO,QUINES,SATELITAL,74007050,1.0
SAN LUIS,AYACUCHO,QUINES,WIRELESS,74007050,1371.0
SAN LUIS,AYACUCHO,RÍO JUAN GÓMEZ,WIRELESS,74007010,59.0
SAN LUIS,AYACUCHO,SAN FRANCISCO DEL MONTE DE ORO,WIRELESS,74007070,1715.0
SAN LUIS,BELGRANO,LA CALERA,FIBRA OPTICA,74014010,69.0
SAN LUIS,BELGRANO,LA CALERA,WIRELESS,74014010,318.0
SAN LUIS,BELGRANO,LOS MOLLES,WIRELESS,74014010,228.0
SAN LUIS,BELGRANO,NOGOLÍ,FIBRA OPTICA,74014020,149.0
SAN LUIS,BELGRANO,NOGOLÍ,WIRELESS,74014020,613.0
SAN LUIS,BELGRANO,SAN PEDRO,WIRELESS,74014040,19.0
SAN LUIS,BELGRANO,VILLA DE LA QUEBRADA,FIBRA OPTICA,74014030,157.0
SAN LUIS,BELGRANO,VILLA DE LA QUEBRADA,WIRELESS,74014030,659.0
SAN LUIS,BELGRANO,VILLA GENERAL ROCA,FIBRA OPTICA,74014040,23.0
SAN LUIS,BELGRANO,VILLA GENERAL ROCA,WIRELESS,74014040,119.0
SAN LUIS,CHACABUCO,CONCARÁN,SATELITAL,74028010,2.0
SAN LUIS,CHACABUCO,CONCARÁN,WIRELESS,74028010,1887.0
SAN LUIS,CHACABUCO,CORTADERAS,FIBRA OPTICA,74028020,198.0
SAN LUIS,CHACABUCO,CORTADERAS,WIRELESS,74028020,1062.0
SAN LUIS,CHACABUCO,EL ALGARROBAL,FIBRA OPTICA,74028020,3.0
SAN LUIS,CHACABUCO,NASCHEL,WIRELESS,74028030,1135.0
SAN LUIS,CHACABUCO,PAPAGAYOS,WIRELESS,74028040,53.0
SAN LUIS,CHACABUCO,RENCA,WIRELESS,74028050,149.0
SAN LUIS,CHACABUCO,SAN PABLO,WIRELESS,74028060,89.0
SAN LUIS,CHACABUCO,TILISARAO,WIRELESS,74028070,1662.0
SAN LUIS,CHACABUCO,VILLA DEL CARMEN,FIBRA OPTICA,74028080,108.0
SAN LUIS,CHACABUCO,VILLA DEL CARMEN,WIRELESS,74028080,394.0
SAN LUIS,CHACABUCO,VILLA LARCA,FIBRA OPTICA,74028090,110.0
SAN LUIS,CHACABUCO,VILLA LARCA,WIRELESS,74028090,580.0
SAN LUIS,CORONEL PRINGLES,CAROLINA,WIRELESS,74021010,429.0
SAN LUIS,CORONEL PRINGLES,EL DURAZNO,WIRELESS,74021060,65.0
SAN LUIS,CORONEL PRINGLES,EL TRAPICHE,FIBRA OPTICA,74021020,343.0
